Long,Lat,Text,Count
0.0288941,52.6423352,"Murrow, Fenland, Cambridgeshire, East of England, England, PE13 4HB, United Kingdom",1
31.045686,-17.831773,"Harare, Harare Province, 04-263, Zimbabwe",1
-118.4912273,34.0194704,"Santa Monica, Los Angeles County, California, United States",3
137.5758835898874,-33.0502707,"Whyalla, The Corporation of the City of Whyalla, South Australia, 5600, Australia",1
-92.5617875,38.7604815,"Missouri, United States",3
-0.9111593,51.7013543,"Chinnor, South Oxfordshire, Oxfordshire, South East England, England, OX39 4PZ, United Kingdom",1
7.4143061,6.5536094,"Enugu, Nigeria",1
1.1526345,52.0579495,"Ipswich, Suffolk, East of England, England, United Kingdom",1
17.3231107,-23.2335499,Namibia,1
-87.6244212,41.8755616,"Chicago, Cook County, Illinois, United States",14
-119.6456844,36.3274502,"Hanford, Kings County, California, 93230, United States",1
-115.1188894,36.1299779,"Winchester, Clark County, Nevada, United States",1
7.0188527,4.7676576,"Port-Harcourt, Rivers, Nigeria",2
-116.8537227,39.5158825,"Nevada, United States",1
-106.464634,31.7754152,"El Paso, El Paso County, Texas, United States",2
101.7094012,2.8008619,"Sepang, Selangor, Malaysia",1
38.6521203,10.2116702,"ኢትዮጵያ / Ethiopia, ኢትዮጵያ",2
-82.23621545220522,27.9484265,"Valrico, Hillsborough County, Florida, 33601, United States",1
-97.10562379033699,32.701938999999996,"Arlington, Tarrant County, Texas, United States",1
69.0,25.5,"سندھ, پاکستان",2
-73.7976337,40.7498243,"Queens, Queens County, New York, United States",7
-39.8482555,-18.7156342,"São Mateus, Espírito Santo, Região Sudeste, 29930-360, Brasil",1
-3.1633228,54.6017785,"Portinscale, Allerdale, Cumbria, North West England, England, CA12 5RJ, United Kingdom",1
54.5643516,32.6475314,ایران,1
-74.0776417,40.7281575,"Jersey City, Hudson County, New Jersey, United States",1
-79.3839347,43.6534817,"Toronto, Golden Horseshoe, Ontario, Canada",15
-81.1269982,29.4749927,"Flagler Beach, Flagler County, Florida, United States",1
121.5636796,25.0375198,"臺北市, 臺灣",5
-75.01636886281992,40.763173,"Brass Castle, Warren County, New Jersey, United States",1
-9.517401092833236,52.14533445,"County Kerry, Munster, Éire / Ireland",2
80.25133809992252,13.072309650000001,"Egmore - Nungambakkam Taluk Office, Mayor Ramanathan Road (Spur Tank Road), Chetpet, Ward 61, Zone 5 Royapuram, Chennai, Chennai District, Tamil Nadu, 600 006, India",2
-122.6851301,45.522469,"Cassidy's, 1331, Southwest Washington Street, Downtown, Portland, Metro, Multnomah County, Oregon, 97205, United States",1
74.3141829,31.5656822,"لاہور, پنجاب, 531, پاکستان",1
-74.2907042,41.0053753,"Pompton Lakes, Passaic County, New Jersey, United States",1
101.6756275,2.8680243,"Dengkil, Sepang, Selangor, 43800, Malaysia",1
21.01044629540788,52.24347075,"Teatr Wielki, Niecała, Za Żelazną Bramą, Śródmieście Północne, Śródmieście, Warszawa, województwo mazowieckie, 00-094, Polska",1
76.5120396,10.3528744,"Kerala, India",1
-81.0309432,31.9488268,"Skidaway Island, Chatham County, Georgia, 31411, United States",1
-76.1135926,43.1757259,"NY 31, Town of Cicero, Onondaga County, New York, 13039, United States",1
84.9143193,26.6476203,"Motihari, Purba Champaran, Bihar, India",1
-89.7348497,32.9715645,"Mississippi, United States",1
101.833333,3.083333,"Hulu Langat, Selangor, Malaysia",1
114.23359377341592,22.2730777,"東區 Eastern District, 香港島 Hong Kong Island, 香港 Hong Kong, 中国",2
-73.9598939,40.7896239,"Manhattan, New York County, New York, United States",23
27.8876177,-13.0214171,"Copperbelt Province, Zambia",1
36.7768966,-1.2573753,"Kabete, Westlands Red Hill Road, Lavington, Nairobi, P  O  BOX 66831, Kenya",1
-78.6390989,35.7803977,"Raleigh, Wake County, North Carolina, United States",5
-77.3947693,18.1850507,Jamaica,4
-74.0060152,40.7127281,"New York, United States",5
77.2090057,28.6138954,"New Delhi, Delhi, India",19
80.7137847,7.5554942,ශ්‍රී ලංකාව இலங்கை,2
112.87832224656043,31.15172525,"湖北省, 中国",2
-122.3300624,47.6038321,"Seattle, King County, Washington, United States",4
-62.721923,17.3172287,"V, Edgar Bridgewater Street, Lower New Road, New Road, Saint George Basseterre, Saint Kitts, 00265, Saint Kitts and Nevis",1
13.0464806,47.7981346,"Salzburg, 5020, Österreich",2
-89.0389956,42.3472406,"Machesney Park, Winnebago County, Illinois, 61115, United States",1
-3.3204149,51.5644042,"Church Village, Rhondda Cynon Taf, Cymru / Wales, CF38 1RE, United Kingdom",1
-118.1444779,34.1476452,"Pasadena, Los Angeles County, California, United States",2
-111.763275,34.395342,"Arizona, United States",7
91.753943,26.1805978,"Guwahati, Assam, Kamrup Metropolitan, 781015, India",3
-77.7278831,40.9699889,"Pennsylvania, United States",7
116.3912757,39.906217,"北京市, 100051, 中国",4
58.3829448,23.5882019,"مسقط, عمان",1
77.76822875372174,29.000652549999998,"Meerut, Uttar Pradesh, India",1
-115.148516,36.1672559,"Las Vegas, Clark County, Nevada, United States",8
36.826061224105075,-1.3031689499999999,"Nairobi, Kenya",13
-76.4779117,42.4840418,"Lansing, Lansing Town, Tompkins County, New York, United States",1
-77.45342297783296,38.95226625,"Washington Dulles International Airport, Loudoun County, Virginia, United States",1
3.3941795,6.4550575,"Lagos, Lagos Island, Lagos, 100242, Nigeria",13
-94.1146804,41.9449834,"Berkley, Boone County, Iowa, United States",1
147.2869493,-31.8759835,"New South Wales, Australia",1
-82.6881395,40.2253569,"Ohio, United States",4
90.4126466,23.810651,"ঢাকা, Chanpara Bazar, ঢাকা জেলা, ঢাকা বিভাগ, 1230, বাংলাদেশ",2
-115.1734142,36.1150858,"Paradise, Clark County, Nevada, United States",3
103.8520359,1.2904753,"Singapore, Central, 178957, Singapore",1
-118.689423,34.035591,"Malibu, Los Angeles County, California, 90265-4797, United States",1
100.4930399,13.7544238,"กรุงเทพมหานคร, แขวงพระบรมมหาราชวัง, เขตพระนคร, กรุงเทพมหานคร, 10200, ประเทศไทย",1
104.0289955,1.1075273,"Sukajadi, Batam, Kepulauan Riau, 29462, Indonesia",1
-117.8259819,33.6856969,"Irvine, Orange County, California, United States",2
-1.0815361,53.9590555,"York, Yorkshire and the Humber, England, YO1 8SG, United Kingdom",2
-81.6287423,28.1067315,"Haines City, Polk County, Florida, United States",1
-112.0741417,33.4484367,"Phoenix, Maricopa County, Arizona, United States",3
-117.1627728,32.7174202,"San Diego, San Diego County, California, United States",5
121.4692071,31.2322758,"上海市, 黄浦区, 上海市, 200001, 中国",1
-122.6741949,45.5202471,"Portland, Metro, Multnomah County, Oregon, United States",5
-8.6821998,41.1806814,"Matosinhos, Porto, Área Metropolitana do Porto, Norte, Portugal",1
100.58538623707426,13.7332845,"แขวงคลองตันเหนือ, เขตวัฒนา, กรุงเทพมหานคร, 10110, ประเทศไทย",1
-1.1973365,53.1447678,"Mansfield, Nottinghamshire, East Midlands, England, United Kingdom",1
-3.1791934,51.4816546,"Cardiff, Cymru / Wales, CF, United Kingdom",4
-1.8604874,53.7229229,"Halifax, Calderdale, West Yorkshire, Yorkshire and the Humber, England, HX1 1TH, United Kingdom",1
-74.6532133,40.2273316,"Hamilton Square, Hamilton Township, Mercer County, New Jersey, 08690, United States",1
114.1628131,22.2793278,"香港島 Hong Kong Island, 香港 Hong Kong, 中国",1
39.2803583,-6.8160837,"Dar es Salaam, Coastal Zone, Tanzania",2
73.0651511,33.6938118,"اسلام آباد, وفاقی دارالحکومت اسلام آباد, 44000, پاکستان",2
-100.4458825,39.7837304,United States,3
153.0234991,-27.4689682,"Brisbane City, Queensland, Australia",4
87.879403,25.7279064,"Sudhani, Lihar, Dubi Subhi, Barsoi, Katihar, Bihar, India",3
-82.0223137,26.4489695,"Sanibel, Lee County, Florida, United States",1
78.4740613,17.360589,"Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",4
-113.995267,46.8701049,"Missoula, Missoula County, Montana, United States",1
3.3532040740949824,6.6048591000000005,"Ikeja, Lagos, Nigeria",13
-123.1139529,49.2608724,"Vancouver, District of North Vancouver, British Columbia, Canada",5
-99.8940182,16.8680495,"Acapulco, Acapulco de Juárez, Guerrero, 39300, México",1
-1.2077985,52.7723859,"Loughborough, Charnwood, Leicestershire, East Midlands, England, LE11 5BJ, United Kingdom",1
-91.1453948,38.7535106,"Warren County, Missouri, United States",2
-122.419906,37.7790262,"San Francisco, San Francisco City and County, San Francisco, California, United States",7
-98.4951405,29.4246002,"San Antonio, Bexar County, Texas, United States",7
101.55,3.21,"Sungai Buloh, Shah Alam, Petaling, Selangor, 40160, Malaysia",2
-121.493895,38.5810606,"Sacramento, Sacramento County, California, United States",1
-158.12518450022145,21.571313,"Waialua, Honolulu County, Hawaii, United States",1
77.67662686841793,11.369204400000001,"Erode, Erode District, Tamil Nadu, India",1
103.98904056749512,1.3603914499999998,"Xi, T1 Departure Crescent, Changi, Southeast, 819642, Singapore",1
-83.1137366,32.3293809,"Georgia, United States",5
-118.200981,33.9463456,"South Gate, Los Angeles County, California, United States",1
170.22886435616437,-45.640444200000005,"Dunedin City, Otago, New Zealand / Aotearoa",1
4.6688487,8.8367891,"Kwara, Nigeria",1
-3.9459248,51.6195955,"Swansea, Cymru / Wales, SA1 3BN, United Kingdom",1
-121.890583,37.3361905,"San Jose, Santa Clara County, California, United States",1
119.4124282,-5.1342962,"Makassar, Sulawesi Selatan, Indonesia",2
77.5340719,23.8143419,"Madhya Pradesh, India",1
7.8533226,10.3825318,"Kaduna, Nigeria",2
0.3065856,52.4570345,"Littleport, East Cambridgeshire, Cambridgeshire, East of England, England, CB6 1PL, United Kingdom",1
78.4707309,28.90662,"Amroha, Jyotiba Phule Nagar, Uttar Pradesh, 244221, India",1
139.8396996,34.9743154,"宮城, 館山市, 千葉県, 294-0033, 日本",1
76.0,29.0,"Haryana, India",1
-84.2809332,30.4380832,"Tallahassee, Leon County, Florida, United States",3
-96.8961151,32.9265137,"Farmers Branch, Dallas County, Texas, 75234, United States",2
-77.12423413116392,38.9819845,"Bethesda, Montgomery County, Maryland, United States",1
-86.2820081,35.7730076,"Tennessee, United States",3
-0.12433969968085111,51.4742479,"Stockwell Bus Garage, Binfield Road, Stockwell Park, Stockwell, London Borough of Lambeth, London, Greater London, England, SW4 6ST, United Kingdom",1
-2.160243,53.407901,"Stockport, Greater Manchester, North West England, England, United Kingdom",2
-80.19362,25.7741728,"Miami, Miami-Dade County, Florida, United States",4
-74.0237512,40.7795455,"Union City, Hudson County, New Jersey, 07087, United States",1
73.7684549,26.8105777,"Rajasthan, India",2
151.2164539,-33.8548157,"Sydney, New South Wales, Australia",10
5.22274,7.6232482,"Ado-Ekiti, Ekiti, Nigeria",1
-118.755997,36.7014631,"California, United States",4
139.790859,35.71745,"台東区, 東京都, 日本",1
27.6971358,53.4250605,Беларусь,1
-114.065465,51.0460954,"Calgary, Alberta, Canada",3
135.529697,34.712703,"都島区, 大阪市, 大阪府, 日本",2
126.9827989,37.5806949,"종로구, 서울, 노원구, 대한민국",1
149.7955552,-35.4388907,"Braidwood, Queanbeyan-Palerang Regional Council, New South Wales, 2622, Australia",1
-97.2684063,34.9550817,"Oklahoma, United States",1
9.47905,55.4894999,"Kolding, Kolding Kommune, Region Syddanmark, 6000, Danmark",1
-96.6154471,33.1976496,"McKinney, Collin County, Texas, United States",1
-95.7580048,29.7388418,"Cinco Ranch, Fort Bend County, Texas, United States",1
-0.0672892,51.5976955,"Tottenham, London Borough of Haringey, London, Greater London, England, N17 9TR, United Kingdom",2
104.999927,35.000074,中国,2
-90.0516285,35.1490215,"Memphis, Shelby County, Tennessee, United States",1
-85.805386,30.1765914,"Panama City Beach, Bay County, Florida, United States",1
-77.0027671,41.2493292,"Williamsport, Lycoming County, Pennsylvania, 17701, United States",1
-1.5024159231529952,55.1111723,"South Shore, Crofton, Newsham, Blyth, Northumberland, North East England, England, United Kingdom",1
-0.0925416,51.4745706,"Camberwell, London Borough of Southwark, London, Greater London, England, SE5 7BU, United Kingdom",4
-118.6228656,34.4888822,"Castaic, Los Angeles County, California, 91384, United States",1
38.4313975,1.4419683,Kenya,1
101.70661936873648,2.74475915,"Lapangan Terbang Antarabangsa Kuala Lumpur, Jalan Pekeliling KLIA, Sepang, Selangor, 64000, Malaysia",2
80.9346001,26.8381,"Lucknow, Sadar, Lucknow, Uttar Pradesh, 226019, India",4
-96.7968559,32.7762719,"Dallas, Dallas County, Texas, United States",5
-84.1457505,33.8062166,"Stone Mountain, DeKalb County, Georgia, 30087, United States",1
-2.8824103,53.0784893,"Holt, Wrexham, Cymru / Wales, LL13 9YN, United Kingdom",1
-118.111975,34.0159398,"Montebello, Los Angeles County, California, United States",1
-90.0348139,34.9553719,"Horn Lake, DeSoto County, Mississippi, 38637, United States",1
-117.911732,33.8347516,"Anaheim, Orange County, California, United States",2
-1.1484577,52.0297607,"Brackley, Northamptonshire, East Midlands, England, NN13 6FY, United Kingdom",1
-80.8430827,35.2272086,"Charlotte, Mecklenburg County, North Carolina, United States",4
-86.8295337,33.2588817,"Alabama, United States",4
6.9359135,43.5439153,"Mandelieu-la-Napoule, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06210, France",1
32.5813539,0.3177137,"Kampala Capital City, Kampala, Central Region, Uganda",5
144.9631608,-37.8142176,"Melbourne, City of Melbourne, Victoria, Australia",11
-98.0,18.833333,"Puebla, México",1
-122.85900211842105,38.6298355,"Healdsburg, Sonoma County, California, United States",1
121.04140172358802,14.6476275,"Philippine Children's Medical Center, Quezon Avenue, San Jose, North Triangle, Quezon City, 1st District, Second District, Metro Manila, 1100, Luzon",1
-8.4705942,51.898627,"Cork, County Cork, Munster, Éire / Ireland",3
-2.8796957,53.1563974,"Eccleston, Cheshire West and Chester, North West England, England, CH4 9HZ, United Kingdom",1
-90.7989525,30.0096684,"St  James Parish, Louisiana, United States",1
12.5326186,55.678016,"Frederiksberg, Frederiksberg Kommune, Region Hovedstaden, 1861, Danmark",1
-95.504686,30.1734194,"The Woodlands, Montgomery County, Texas, United States",1
-80.4759905,25.4718946,"Homestead, Miami-Dade County, Florida, United States",2
-75.9774183,36.8529841,"Virginia Beach, Virginia, United States",2
-122.1779927,37.4519671,"Menlo Park, San Mateo County, California, United States",1
-76.1474244,43.0481221,"Syracuse, Onondaga County, New York, United States",2
-82.4254028,34.3870565,"Keowee, Abbeville County, South Carolina, 29656, United States",1
-78.7812081,35.7882893,"Cary, Wake County, North Carolina, United States",1
120.98709199999999,14.5759356,"National Institutes of Health, Pedro Gil, Barangay 669, Barangay 696, Malate, Fifth District, Manila, First District, Metro Manila, 1004, Luzon",2
98.9774012,18.7751766,"ถนน หายยา ๘, Prime Horizon, เชียงใหม่, อำเภอสารภี, จังหวัดเชียงใหม่, 50100, ประเทศไทย",1
-0.0493621,51.5432402,"Hackney, London, Greater London, England, E9 6QW, United Kingdom",3
-0.101957,51.3713049,"Croydon, London, Greater London, England, CR0 1SZ, United Kingdom",1
-74.38291765089366,39.5675875,"Mystic Island, Little Egg Harbor Township, Ocean County, New Jersey, United States",1
-115.0317274769184,36.237497000000005,"Nellis Air Force Base, Grissom Avenue, Clark County, Nevada, 89115, United States",1
29.9441382,31.1861094,"V, طريق القاهرة, الاسكندرية الزراعى, عزبة نادي الصيد, الإسكندرية, محافظة الإسكندرية, 21633, مصر",1
-0.1395604,51.5423045,"Camden Town, London, Greater London, England, NW1 9PJ, United Kingdom",3
7.633333,11.166667,"Samaru, Sabon Gari, Kaduna, Nigeria",1
-118.2005236,34.1998302,"La Cañada Flintridge, Los Angeles County, California, United States",1
-117.903317,33.6633386,"Costa Mesa, Orange County, California, United States",2
-9.0490632,53.2744122,"Cathair na Gaillimhe, County Galway, Connacht, Éire / Ireland",4
7.4892974,9.0643305,"Abuja, Municipal Area Council, Federal Capital Territory, 900001, Nigeria",5
79.1322648,18.4346438,"Karimnagar, Karimnagar mandal, Karimnagar, Telangana, 505001, India",1
3.4172646,6.4296012,"Victoria Island, Apese, Eti Osa, Lagos, 71510, Nigeria",3
-74.2348684,40.7323235,"Irvington, Essex County, New Jersey, 07111, United States",1
-1.7519186,53.7944229,"Bradford, West Yorkshire, Yorkshire and the Humber, England, United Kingdom",2
-14.0460201,28.3256078,"Tuineje, Las Palmas, Canarias, España",1
-71.35344253593192,42.458818550000004,"Concord Free Public Library, 129, Main Street, Concord, Middlesex County, Massachusetts, 01742, United States",1
28.049722,-26.205,"Johannesburg, City of Johannesburg Metropolitan Municipality, Gauteng, 2001, South Africa",5
28.1879444,-25.7459374,"Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa",4
-2.2451148,53.4794892,"Manchester, Greater Manchester, North West England, England, United Kingdom",11
-122.2713563,37.8044557,"Oakland, Alameda County, California, United States",6
47.7149096,29.3200496,"ثانوية سعد العبدالله للبنين, شارع 24, قطعة 8, سعد العبد الله, الجهراء, 91100, الكويت",1
151.7795348,-32.9192953,"Newcastle, Newcastle City Council, New South Wales, 2300, Australia",1
101.5990192,3.1346333,"Damansara, Lebuhraya Sprint, PJU3, Petaling Jaya, Petaling, Selangor, 47410, Malaysia",1
-71.4677032,42.7656251,"Nashua, Hillsborough County, New Hampshire, United States",3
121.0491569,14.8110432,"San Jose del Monte, Bulacan, Central Luzon, 3023, Luzon",1
139.6367066,35.4453685,"関内, 尾上町通り, 尾上町三丁目, 中区, 横浜市, 神奈川県, 231-0017, 日本",1
-80.2769765,25.7148148,"University, Ponce de Leon Boulevard, Coral Gables, Miami-Dade County, Florida, 33124-6310, United States",1
101.6935944,3.1665629,"Ampang and Sri Petaling lines, Laluan Pingir Sungai, Chow Kit, Kuala Lumpur, 50350, Malaysia",1
-83.2784851,30.8327022,"Valdosta, Lowndes County, Georgia, United States",1
122.9955469,40.9975197,"辽宁省, 中国",1
-122.7141049,38.4404925,"Santa Rosa, Sonoma County, California, United States",1
-87.72754639679336,42.03316325,"Main & Crawford Auto Repair, 8359, Crawford Avenue, Skokie, Niles Township, Cook County, Illinois, 60076, United States",1
-97.4014129,27.7477253,"Corpus Christi, Nueces County, Texas, United States",1
-97.1416768,32.5631924,"Mansfield, Tarrant County, Texas, 76063, United States",1
-80.21260146013265,25.791670500000002,"Jackson Memorial Hospital, 1611, Northwest 12th Avenue, Miami, Miami-Dade County, Florida, 33136, United States",1
6.147949875776305,46.192006750000004,"Hôpitaux universitaires de Genève, 4, Rue Gabrielle-Perret-Gentil, Plainpalais, Genève, Grand Genève, Genève, 1205, Schweiz/Suisse/Svizzera/Svizra",1
-83.9210261,35.9603948,"Knoxville, Knox County, Tennessee, United States",2
-71.0536625,42.40843,"Everett, Middlesex County, Massachusetts, United States",1
-77.20869110987762,38.80225849999999,"North Springfield, Fairfax County, Virginia, United States",1
-95.3010624,32.3512601,"Tyler, Smith County, Texas, United States",1
121.1675675,14.2143059,"Calamba, Laguna, Calabarzon, Luzon",1
12.4829321,41.8933203,"Roma, Roma Capitale, Lazio, Italia",2
-68.3073246,-54.8069332,"Ushuaia, Municipio de Ushuaia, Departamento Ushuaia, Tierra del Fuego, Argentina",1
-84.3143675,33.4362245,"Lovejoy, Clayton County, Georgia, United States",1
-87.991754,39.2993863,"Casey, Clark County, Illinois, United States",1
-175.2026424,-19.9160819,Tonga,1
3.876618198264655,51.687435300000004,"Schouwen-Duiveland, Zeeland, Nederland",1
-116.559631,43.5737361,"Nampa, Canyon County, Idaho, United States",1
-82.973435,42.392935,"Chandler Park, Detroit, Wayne County, Michigan, 48213, United States",1
66.2385139,33.7680065,افغانستان,1
-3.2885172,51.7613231,"Rhymney, Caerphilly, Cymru / Wales, NP22, United Kingdom",1
-43.2093727,-22.9110137,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil",4
5.249007957671885,52.086531750000006,"Zeist, Utrecht, Nederland",1
-82.2256886,36.3723294,"Biltmore, Carter County, Tennessee, 37643, United States",1
-0.0022381,53.3675163,"Louth, East Lindsey, Lincolnshire, East Midlands, England, LN11 0QL, United Kingdom",1
125.37823858699517,6.61093365,"Davao Region, Luzon",1
80.270186,13.0836939,"Chennai, Chennai District, Tamil Nadu, India",2
7.957541614633177,4.6360066,"Eket, Akwa Ibom, Nigeria",1
-0.9934914404975159,51.451019099999996,"South East, England, United Kingdom",1
-121.413546,39.0168,"1, Anderson, Wheatland, Yuba County, California, 95692, United States",1
-79.0392919,35.6729639,"North Carolina, United States",4
-0.3051952,51.5126553,"Ealing, London, Greater London, England, W5 5DG, United Kingdom",2
100.92588136949392,12.9181511,"My Home, หนองปรือ, จังหวัดชลบุรี, ประเทศไทย",1
-1.5437941,53.7974185,"Leeds, West Yorkshire, Yorkshire and the Humber, England, United Kingdom",2
79.40557093743058,28.457876,"Bareilly, Uttar Pradesh, India",1
-75.690308,45.421106,"Ottawa, (Old) Ottawa, Ottawa, Eastern Ontario, Ontario, K1P 1J1, Canada",3
6.8604088,4.8416028,"Rivers, Nigeria",1
-122.5962874,47.1703692,"Steilacoom, Pierce County, Washington, 98388, United States",1
-1.4321848,54.9987414,"South Shields, South Tyneside, Tyne and Wear, North East England, England, NE33 1NF, United Kingdom",1
-114.7135493,49.6503379,"British Columbia commercial weigh scale, Crowsnest Highway, Sparwood, Regional District of East Kootenay, British Columbia, Canada",1
